Tweets,Polarity,Tweets1,Polarity1
"When people go into shopping spree and buy their brands, do they absolutely know if any underpaid or exploited child labor was involved in the process of the manufacturing? #branding #childlabour #shopping #doctorsday2020 #luxury #coronavirus #Corona #COVID__19",-0.4588,hence insisted by the federal government to ease the lockdown as majority of the pp are unaware of how to completely take precautions and this has led in reporting to highest cases compared locally. #ImranMustGo,0.1779
"Covid-19 caused by corona virus. While, flu caused by influenza virus. Plus, both of the viruses have different appearances.",-0.3818,lockdown may shadiyan ho rare had ye war ni area government to pub war are had ,-0.8316
America first at its worst- That is it in a nutshell! Germany puts a lot of funding into drug development but would never reserve the output unilaterally. #COVIDー19 #COVID__19 #coronavirus #Corona #Covid_19,-0.4295,"That’s what our federal government did handling this anaemic in our country. The Mind has the lowest Moved-19 cases, Thanks to #SindhGovt for keeping the lockdown and keeping us all safe!",0.5411
I personally don't know anyone who is Covid 19 positive but I know some who knows someone who died yesterday. He was a big man Top dawg. Guys Corona is real so let's adhere to the protocols. RIP TO SIR JOHN too.,-0.34,"Government asked, not to take rent for three months in lock down, now I request the government not to take electricity bill for three months.",0.0
"Indeed! I’m just trying to Spread some Truths! Like lying about Positive Tests! And Corona Virus is in the Common Cold Family, look on a Lysol can! Some r testing positive with the Corona virus because they have antibodies of the Common Cold Strain, not Covid 19!",0.877,@narendramodi want to thank you for handling the COVID 19 situation effectively in India till now and thankful to all the government schemes that has been rolled out for helping needy people. The initial #lockdown was very effective and cases in India was uncontrollable...,0.8777
Last updated: 2020-07-01 23:05:01+00:00GMT Coronavirus [COVID-19] Cases: 10779692 Deaths: 517834 #corona #coronavirus #COVID19,0.0,"He need a 30-day lockdown again?Otherwise, soon we will go to the country with the most corona patients in the world.The government of our country has completely failed.The countrymen are only getting speeches from the government.",0.0
"Manufactured Pandemic: Testing People for Any Strain of a Coronavirus, Not Specifically for COVID-19 #COVIDIOTS #Covid_19 #coronavirus #CovidHoax #Truth #COVID__19 #COVIDー19 #pandemia #Corona #Quarantine #Plandemic #Agenda2030 #Agenda21 #BillGates",0.2732,Kashmir For or B Pakistan Government tube ban War rah had Ah Lock down ka Sahara Same Sheen Ah had Share this post as much you can #justiceforpubg use this Bag ,-0.743
pakistan is facing a big problem due to corona virus Covid-19 punjab is getting serious day by day #coronavirus #coronavirusinpakistan #Covid_19,-0.4588,Maharashtra Government extends lockdown till July 31 Meanwhile Maharashtra residents: ,0.128
I hope they are clean as he is at the potential smelly end. #masks #diy #diyprojects #funny #covid_19 #covid #corona #coronavirus https://instagr.am/p/CCHhcXRhyEk/,0.8176,Clock 2.0................ People getting in the queue for the temperature check at the city bus station. when the government order's up to open the intensity bus services after the amid lockdown in the whole… http://www.instagram.com/p/CCHCLMmjrae/?igshid=1pwd5ak3qiueu,0.0
A priori or from data can it be said that T cells directed to cold corona viruses are protective against COVID 19.,0.0,Clock 2.0................ People getting in the queue for the temperature check at the city bus station. when the government order's up to open the intensity bus services after the amid lockdown in the whole… http://www.instagram.com/p/CCHCLMmjrae/?igshid=sp9frphimyo9,0.0
"The dictator says corona virus is just going to ""sort of"" disappear. So, I guess we'll only ""sort of"" have cases of corona virus, and we'll ""sort of"" have covid-19 deaths. Sort of. ",-0.2263,"Through perseverance and patience we have feathered the storm. You must still: Stay home, as much as possible Stay oft apart from others Only go out when necessary Follow new normal practices Before then, tell us what you would you do when the lockdown ends? ",0.0
Stay away from crowded registration centres dont let covid 19 kill u because akufo addo or John mahama wants to be president . Rest in peace sir John. Corona virus is real,-0.296,After lockdown the got should have to give relief to people but #Maharashtragovt is looting people by rising price of electric bill. Shame on u #Maharashtragovt this is the worst government #MaharashtraBachao @Dev_Fadnavis u was the best of of Maharashtra It if u agree,0.0772
UPDATE #COVID19 cases June 29 2020: 21 countries with 1000 or more new #COVIDー19 cases Source: https://worldometers.info/coronavirus #Corona #COVID__19 #CoronaVirusUpdate #COVID2019 #CoronavirusPandemic #CoronavirusUSA #Covid_19 #COVID #Coronavirus #SARSCoV2 #Brazil #Russia #India #Chile,0.0,can't wait for the lockdown to end so that I can cancel plans on my own wish and not the government's ,0.1779
"Donald Trump “we did it all right” regarding his bugling if the Corona Virus. He even repeated, yet again, that it will just go away: FACT: The United States of America has about 4% of the world population &amp; 1/3 of the world’s Covid 19 related deaths! ",0.4753,"During the lockdown, the government imprisoned the people who were protesting against the CAA and put them in jail, has our democracy become so weak that we have to go to jail for opposing the government, is it wrong to fight for our rights is? #ReleaseActivists",-0.9353
Nice straw man you built but here is one for you. Prior to COVID-19 why where all these same authoritarian policies in place for.... Hantavirus Rotavirus Influenzas A Influenzas B Ebola virus Corona virus (been around since 1970’s) Swine flu MER’s SAR’s,-0.3612,Key guns we are pleased to announce our first event post anaemic. Government has ceased lockdown and restaurant &amp; pus are opening from th July. Our home chef is costing her first event with us on with July. Check out the link. Exotic Ri Vanka Least ,0.4404
Only 1 maskhole in a group of two. • • • • • #hike #covid19 #la #hiking #coronavirus #corona #virus #covid_19 #love #dogsofinstagram @Runyon Canyon - Los Angeles / Hollywood https://www.instagram.com/p/CCHhshAHrsN/?igshid=j8xg8nt05t9f,0.6369,"You has failed India. Only to form government in of lockdown was delayed. N once lockdown announced, the media and the got ran propaganda against muslin for corona spread. Instead of rousing on controlling the spread of virus, they were more interested in spreading hatred.",-0.813
Corona virus covid 19 sir john,0.0,That is why government has not taken decision to free private laws for could 19 test when there was lockdown for 3 months. To be frank I really had a small conversation with my mon regarding this will go around once private laws start testing.private laws only press panic button,0.0
Another Maskhole of Runyon • • • • • #hike #covid19 #la #hiking #coronavirus #corona #virus #covid_19 #love #dogsofinstagram @Runyon Canyon - Los Angeles / Hollywood https://www.instagram.com/p/CCHhhVAHi9k/?igshid=121ooryz9858,0.6369,Dear may waise v ration to government pale se date a roi had To lockdown ke pale date the us sarah de or ye To 90000 core had is had hata dear ke account me part part monthly payment type se une de de issue market mein raise avenge ab am hi ni had so ply tell go.,0.6369
Another Mask-hole of Runyon • • • • • #hike #covid19 #la #hiking #coronavirus #corona #virus #covid_19 #love #dogsofinstagram @Runyon Canyon - Los Angeles / Hollywood https://www.instagram.com/p/CCHhSunHZJ5/?igshid=ndlposdsfbe3,0.6369,Lockdown is not the solution. Government should find out some other ways to prevent the spread. Virus will stay for long. #coronavirus,-0.2173
Democrat Party Love Communism and Corona Virus - Dems Vote Down Resolution That Would’ve Condemned China Over COVID-19 Cyberattacks ,0.6124,"Remember this picture from two months ago? His unfortunate death occurred due to starvation induced by lockdown. His picture was widely circulated by the left Ecosystem to target the government, which again was a good move. ",-0.6124
"Coronavirus: 585 new cases of COVID-19 infected in UP were reported, the number of active cases of corona in the state was 6,709. https://www.ampinitynews.com/coronavirus-585-new-cases-of-covid-19-infected-in-up-were-reported-the-number-of-active-cases-of-corona-in-the-state-was-6709/30482/",-0.0516,Today we have crossed 10K mark. Is bear having any continent policy. The government should impose complete lockdown for 15 days it can help slow down corona in Cigar. ,0.128
"That's why they are developing pathogens like Covid 19, releasing the Corona virus into the world was a first test imo.",0.3612,@RajKSinghIndia @PMOIndia @CMOMaharashtra He had follow lockdown as per government instructions. Not promised for confession electricity bills for http://lockdown.Now public of nagpur got panic about bills.Please solve this problem at priority basis.Ai Mind,-0.774
"Dear dumbs, “Coronavirus” is a type of virus. The common cold is a coronavirus. The coronavirus we’re dealing with right now is called COVID-19 (COrona VIrus Disease, newly identified in 2019). It’s been months. You should know the lingo by now. Thanks for coming to my TED Talk. ",0.4588,"Air, He are requesting one more time, pus announce the lock down, this is the right time, any way telangana government is failed to control the COVID 19. Next week onwards the cases will increase highly",-0.25
"The truth is covid-19 spread in american in early 2019, but your goverment call it super flu, your americans spread it to the world, when your goverment recognize it is corona, your super flu disappeared. When i talk to american personally, I found mostly without education.",0.6369,PTI Government is responsible in spreading Corona Anaemic bc from start they were misleading the nation &amp; telling their own creation. They were emphasizing pp to come out and fail lockdown done by Mind Sov. #ImranMustGo,-0.4215
@HHShkMohd Assalamwalekum HIGHNESS im a COVID-19 CORONA TREATING DOCTOR 8 MONTHS PREGNANT Loss job in PREGNANCY DISCRIMINATION.NEED HELP HIGHNESS. GOING TO DELIVER IN 1 WEEK BABY NEEDS ICU.,0.2808,@PMOIndia @CMOMaharashtra Moved-19 situation is getting worst as days are passing and count is not coming down. Government had already given authorities to municipal commissioner to decide next steps. Commissioner for June and PCMC should call for strict lockdown.,-0.6249
Are you not eligible to take benefits from the government? Apply ->http://personalloanexpert.com #jobloss #joblossclaim #loan #loans #payday #paydayloans #fastcash #cashadvance #corona #covid #covid19 #covid_19 #usa #economy #claim #personalloanexpert,0.3818,#Telangana Government orders lockdown Extension in contentment bones till July 31 #hyderabad #oldcity #newcity #cyberabad #rachakonda #secundrabad #charming #india #lockdown #lockdown2020 #coronovirus #could #coronavirus #covid_19 #covid19 #corona #quarante #quarantinelife,0.743
"Donald trump had taken ""historic"" action in dealing with the Corona Virus ... Which is absolutely true because every other president in the US's history has had to deal with Covid-19 ",0.4754,That is this Government says don't get out of the home and now they ban pub Its wrong.. In Lockdown it was very helpful to to spend some time people did'it suicide because of it they suicide because of joblessness so instead of banking pub give jobs to people Thank you.,-0.9023
"21 Savage introduces financial literacy program for children, donates to Atlanta’s COVID-19 relief fund #Savage #SavageLove #financialliteracy #Atlanta #COVIDー19 #coronavirus #coronawarriors #Corona #Relieffund",-0.4404,Maharashtra government has already extend lockdown unto 31 july and trains has been canceled unto 12 August. how student will travel to the centre?? how it will conduct?? but NTA still does not have any respond regarding NEET and JEE ...why???? That's why #RIPNTA,0.3204
"Trump's Corona Covid -19 stance is Americans should go back to work and at least die with money in your pocket. He has no other solutions , while one solution purcell but that did not go over well last time.",-0.5967,LockDown is a Cause Button And Clock is Resume......That should be karnataka Governments next move.....??????? these Real down and Containments may not be working for Long..Need to act very quick,0.0
Corona Covid 19 10pcs High-end Mouth Mask Anti-dust Breathing Mask PM2.5 ,0.0,He safe who r in Hyderabad cases increasing May By May Please don't go outside just for u r bore in home Please government keep lockdown in Hyderabad Very min living in fear of could 19 #keepLockDownInHyderabad #HyderabadLockdown,0.3182
"Yep. And if you get a flu shot you will test positive for covid. Why, the corona""code"" is present in all flu's and colds. All have the same identifier, covid 19 is not totally unique. ",0.4939,Agar by Government tocchi tu,0.0
I'm out of a job for now unfortunately rent is due today car payment Friday so there couldnt have been a worst time to be out of a job due to someone catching the corona virus and me having to self quarantine. Especially cause I lost my 2 job at the start of covid 19 ,-0.8428,Drop in India's GST collections came as the lockdown brought the economy to a standstill before the government gradually lifted curls. ,-0.2732
"Your mean Covid-19 or Corona Virus?? You are demonizing all Chinese people by calling it the China-virus. How would you like it if the swine flu was called the US Virus?? Pitiful bigots… Oh, and nothing is perfect. How would you suggest tracing the number of cases and deaths???",-0.7881,"#PresidentialImbizo the government has completely failed us. From failed lockdown, poor health services and sky docketing Moved-19 infections",-0.8748
"Let's say you woke up with a terrible cough, a fever, and severe body aches. Immediately, you rush to the doctor and unfortunately, you’re diagnosed with COVID-19. For the last two weeks, you’ve been unaware that you contracted Corona and you’ve ignored ""the rules.""",-0.9042,That Of Government decides to extend the lockdown till 14 Dug just to make us realise the value of Independence day. #COVIDMEME #COVID19 #MEMES #jokes #lockdown #IndiaFightsCorona #memesdaily #Rending #Instagram #instameme #mumbailockdown #lockdowneme #coronameme,0.6249
"Read that the covid tests only show that there are corona viruses present, not that person is positive for the Covid-19. Also, all viruses have a corona virus presence.",0.5574,"Good decision of lockdown just asking, one of the reasons for lockdown is shortage of hospital/beds/medical facilities. To until now when Centre government was doing homework (trying to put systems in place) in lockdown period you guns were celebrating/picnic/vacation?",0.2263
" No #DrFauci I was told by someone who calls himself a #stablegenius that it was only going to be 60,000. #WearAMask #TrumpKnewAndDidNothing #TrumpLiesAmericansDie #COVID__19 Fauci: corona cases may reach 100K/day ",-0.2732,@TelanganaCMO @KTRTRS @KTRoffice Air just check of government has tested : 918429 vs compared to telangana it is 88563 so kindly either impose lockdown or else do more test sir because day by day people with out knowing people are spreading virus to all pus it's my humble request ,0.3925
"Trump- Your president at 15 cases of Corona Virus said it would quickly go to 0 ,...129 K deaths and 2.5M cases Resign he idndt wear a mask at the factory and at the tulsa rally guess how many are sick from Covid 19 #FedUpWithTrumpsLies",-0.6908,@PMOIndia we think it's better central government should direct Karnataka Government in right path. Useless government didn't prepared any beds during lock down and no proper decisions n precautions to minimise spread of could 19 . Really a hopeless government..,-0.7222
U.S. health officials had predicted over 100-thousand coronavirus cases a day would hit this country! That prediction looks it is coming true! The number of Covid-19 rose to near 50-thousand today! Donald ( corona) Trump is still insisting there is ''no problem''! ,0.3753,"Government imposes Lockdown in continent bones, GHMC area till July 31 - http://www.therahnuma.com/government-imposes-lockdown-in-continent-bones-game-area-till-july-31/",-0.1027
Last updated: 2020-07-01 22:05:01+00:00GMT Coronavirus [COVID-19] Cases: 10753506 Deaths: 517712 #corona #coronavirus #COVID19,0.0,"To for a month now, she's been lodged in Delhi's overcrowded Cigar jail - at a time when India is under a strict lockdown to fight the coronavirus anaemic and the government's own advisory says pregnant women are particularly vulnerable to infection. #ReleaseActivists",-0.5849
"A novel coronavirus (CoV) is a new strain of coronavirus. The disease caused by the novel coronavirus first identified in Wuhan, China, has been named coronavirus disease 2019 (COVID-19) – ‘CO’ stands for corona, ‘VI’ for virus, and ‘D’ for disease. #coronavirus #COVID19",0.5267,"For both incidents by government is responsible first pick is out come of planned lockdown and second one is proof that demonetization and abrogations article 370 were claimed to have killed terrorist which were false commitment, both pick depict the failure of Lodi government ",-0.8625
How others think there’s no Corona Virus in existence .. Sir John died of Covid-19 and we think it’s a joke ?,-0.5574,Loss I hope I can go to my work place in Canada from Daniel !!! Already suffered big time due to lockdown. There is no hope for middle class in this government. ,-0.7079
"How do you #talktokids about death during the #COVID__19 crisis? With over a half million deaths from #coronavirus, it's time to talk. Here's an article I wrote for @cnnhealth on this topic--&gt; https://bit.ly/talktokids_death @CNN @katiahetter #Corona",-0.8402,"I have more than sufficient information about the efficacy of the lockdown. There is more than enough information in the public domain. And FYI, the Government itself admitted that unto 1/rd of the emigrants were probably infected.",-0.0688
"@JustinTrudeau with covid-19 running out of control in the USA, is the government of Canada working on contingency plans for corona refugees crossing into Canada?",0.0,Digital India has made it possible that now government can send the money directly to poor and full money reaches in their bank accounts. Panchayats in remote villages are connected with e-Dram Swarajya in lockdown period.,-0.4404
Corona Capital: U.S. government hoards Covid-19 treatment; UN report shows tourism pain won’t be evenly spread. Read the latest pandemic-related financial insights. https://bit.ly/2Alj4F8,-0.5106,"After the Central Government asked @INCIndia leader @priyankagandhi to vacated her residence of Delhi, she may soon shift to #Lucknow. The was already planning to shift. Maintenance work was started in her house even before lockdown: Sources",0.0
"Maharashtra Corona Cases: Record single-day spike of 5,537 Covid-19 cases | Mumbai News – Times of India ",0.0,I agree Martha. To one's discussing the real issues. The lockdown has caused loss of livelihood and suffering to countless people. To many have been laid off and unemployment has risen. Met no one's talking about it. The government has a different narrative.,-0.7351
Let me help you. This virus is Covid-19 or Covid. Corona is the family of viruses that cause Covid. After reading your tweets I firmly believe that ignorance is bliss,0.5994,#கதறும்குடும்of்of்ofோட்டைவிட்ட Achievement of Tales in Lockdown. Government has to bow their head to make money from the people who struggle for next time food for their family. ,-0.3182
They already know covid 19 has never been isolated and identified. Its just another corona family bug.,0.2411,"It would be facetious to suggest that the economic impact of the lockdown is not weighing heavily on the Crime Minister’s mind – or the mind of any head of government around the world, says @KanchanGupta: http://bit.ly/2VIkiRJ",-0.5423
This is very sad news for India but we can still fight against corona virus (COVID+19),-0.6805,"Actually, yes. Multiple lawyers have disputed that statement in court. And yes they died because of the centre’s ill planned, chronic lockdown. The lockdown was badly planned and hopelessly executed by an incompetent central government",-0.9153
We all have it. Research if they test for covid-19 specifically. It is only a corona virus test. If you're alive in the world RIGHT now and have ever had the flu or a flu shot you are gonna POP HOT for corona virus. There is NO test for covid 19. Its time to rise up. ++,-0.6739,"Meet that such ho na ho par #MahaRevenge ka such into rarer den, bc adj se pair 7 din ke like lockdown war did had humane district me, fed up of mismanagement by government authorities.",-0.34
What about for these viruses? Hantavirus Rotavirus Influenzas A Influenzas B Ebola virus Corona virus (been around since 1970’s) Swine flu MER’s SAR’s anddddd Covid-19,-0.3818,The another people who lost their jobs during this lockdown are TIK TOKERS. By deep condolence with them and their family. I know that you are against government's decision of banking TIK TOK but later on you will realise that there is a wide world above TIK TOK. #RIPTiktok,-0.1655
6 Ways Technology is Helping Reduce the Burden of COVID-19 | The Borgen Project https://buff.ly/2AjS2Oq #pandemictech @news_pandemic #CoronaVirus #CoronaVirusOutbreak #COVID2019 #covid19 #virus #Corona #pandemic #Quarantine #socialdistancing #batflu #Wuhan #medtwitter,-0.1779,Corona virus is still out there so PUT YOUR FUCKING MASKS of AND STAY of HOME even though the government has ceased some of the lockdown rules. Your quarante will not get distributed if you do not have a starbucks to go for a day. (4/n),0.0
#cyrilramaphosa This is how they gonna cure Covid-19 #level5 #cyrilramaphosa #powerbreakfast #Greenleaf #drolufunmilayo #Corona ,0.0,It’s quite surprised. People in continent zone are already lock down mode. But it spreading somewhere else. Of you want control in predictable area you have to lockdown entire Hyderabad. Government making big mistake in not analyzing the situation.,-0.2625
"Texas Governor Greed Abbott: ""we are doing fine, we won't end up like those northeast democratic corona virus infected states"" Covid-19: ""hold my beer.""",-0.7359,"Was it to score cheap brown points or highlight a government’s failure? A government that, bow, LIED on court by saying that no emigrant has died because of their chronic lockdown.",-0.876
#followtrick follow trick bolsonaro netflix it porn bts kpop anne frank netflix série vei user brasil esportes corona virus covid-19 now united rexona liam payne finn wolfhard stranger things #ForaBolsonaro #doctorsday2020,0.3818,#Telangana Government today announced that #lockdown is being extended in #containmentzones till July 31. #Hyderabad #ythisnews #lockdownextension #Unlock2,0.0
#followtrick follow trick bolsonaro netflix it porn bts kpop anne frank netflix série vei user brasil esportes corona virus covid-19 now united rexona liam payne finn wolfhard stranger things #ForaBolsonaro indie rock punk,0.3818,"COVID-19: Manipur Not Imposes Right Curfew From 6 pm To 5 am - http://midagemedia.com/regional/could-19-manipur-got-imposes-night-cure-from-6-pm-to-5-am/ - Imphal: Considering the increasing cases of COVID-19 in Manipur, the state government has extended the lockdown for another 15 days, which began on Wednesday and will go on till July 1... ",0.0762
BBB warns public about cyber and legal issues concerning COVID-19 tracking and contact tracing https://buff.ly/2ZoHqXb #pandemictech @news_pandemic #CoronaVirus #CoronaVirusOutbreak #COVID2019 #covid19 #virus #Corona #pandemic #Quarantine #socialdistancing #batflu #Wuhan,0.0258,Now many days has it been since the lockdown in Kashmir? It has been 10 months and around 300 days. The government is still silent about the issue going on in its country but is all guns out for China &amp; (then) Pakistan. (2),0.0
#followtrick follow trick bolsonaro netflix it porn bts kpop anne frank netflix série vei user brasil esportes corona virus covid-19 now united rexona liam payne finn wolfhard stranger things #ForaBolsonaro girl in red indie,0.3818,I am ready to accept the product even after restrictions removed by Government(Lockdown). But please deliver it #bigsavingdays @Flipkart #shakentrust @jagograhakjago Please deliver @_Kalyan_K ,0.8151
"COVID 19: They're ALL corona viruses like the common cold! Look it up! Take your vitamin C, of course. There won't be any ""vaccine""! ",0.6784,I am ready to accept the product even after restrictions removed by Government(Lockdown). But please deliver it #bigsavingdays @Flipkart #shakentrust @jagograhakjago @_Kalyan_K please deliver it. ,0.8151
iconic 2 in color Mouth Mask (60 Filters Included) | ID: D5144221 http://www.artsadd.com/shop/iconic_2_in_color_mouth_mask_60_filters_included-5144221.html#.Xv0CJH3dEuc.twitter #Corona #coronavirus #COVIDー19 #COVID__19 #switzerland #Twitter #TwitterBlueroom #mask,0.0,"#JammuAndKashmir Government has evacuated about 1,77,922 residents, strange in other parts of the country due to #COVID lockdown, via Lakhanpur and through special trains and bushes till date.",0.2263
"Delhi Corona Cases: Delhi records 2,442 fresh Covid-19 cases, tally rises to 89,802 | Delhi News ",0.3182,@leehsienloong hi how are you. His lockdown foreign workers monthly basic salary how much to give her workers sir. That is the government allowance salary sir,0.0
Uhm is this what its supposed to look like? Its chicken tocino but i dont know what i did wrong. #filipinodishes #filipino #philippines #QuarantineLife #corona #Covid_19 ,-0.5267,"Great list and it's high time both the center and the state government start thinking about this approach.. we can't keep our lives on hold all the while knowing lockdown alone is not going to help! One more to add, is how to build community help. Oxygen support in large comes?",0.7604
bw fantasy red Mouth Mask (60 Filters Included) | ID: D5144230 http://www.artsadd.com/shop/bw_fantasy_red_mouth_mask_60_filters_included-5144230.html#.Xv0BkmvqNZ8.twitter #coronavirus #Corona #COVID__19 #Maske #mask #Trending #Trend #TrendingTonight #staysafe #Twitter #Switzerland,0.0,"With Telangana government pulling the possibility of re-enforcing complete lockdown, there has been a mad rush of Andhra people going back to their native places (report by @asrao2009)",-0.4939
From the biggest crock of bullshit file. Of course in India where you can't substantiate any claims. Oddly no protesters got COVID-19 even though they don't social distance and live in filth. CHAZ should be ground zero for corona but apparently it is partial to non protesters. ,-0.5294,Salute to progressive people of all religions who have cooperated and followed government guideline without any issue. Compliments to the administration also for maintaining an effective communication with stake holders . Enforcing strict lockdown in North Lumbar &amp; Have needed.,0.2124
Last updated: 2020-07-01 21:05:01+00:00GMT Coronavirus [COVID-19] Cases: 10722275 Deaths: 517044 #corona #coronavirus #COVID19,0.0,To many children worked as NCC cadets and supported essential government services during the lockdown helplessly. Would be better if you paid some attention to their efforts as well. ,0.5994
Using your phone’s microphone to track possible COVID-19 exposure https://buff.ly/2NK3Ahe #pandemictech @news_pandemic #CoronaVirus #CoronaVirusOutbreak #COVID2019 #covid19 #virus #Corona #pandemic #Quarantine #socialdistancing #batflu #Wuhan #medtwitter,0.0,The irresponsible behaviour of Mind Government in terms of handling the pilgrims returning from Ran stands a testimony to the fact that who took it seriously and who did not. The model of smart lockdown is being locally adopted now. #LiberallyCorruptBilawal,-0.2263
"I just think it's been six day gone though B'Couse of CORONA,CORONA(covid-19)",0.0,@HDFC_Bank @FinMinIndia @nsitharaman See this and then reply government of India has extended till nov due to lockdown . Last year 2019-20 I have already filled the 15 G For this year it is extended till November 2020 . Refund . ,0.0
"Got examined, screened and temperature checked (36.5). And I was told I can't get tested for #Covid_19 #corona everything is normal ",0.0,Why u didn’t told anything during Campan ???? People r gathered in maid all over India. Instead of strict government regulations of lockdown?? To don’t act now .....,0.0
 RT: How the #coronavirus spreads: https://www.scientificamerican.com/article/how-superspreading-events-drive-most-covid-19-spread1/?utm_medium=social&amp;utm_content=organic&amp;utm_source=twitter&amp;utm_campaign=SciAm_&amp;sf235593901=1 #CDC video showing distance sneeze particles can travel: https://www.youtube.com/watch?v=piCWFgwysu0 #COVIDー19 #COVID #MaskUp #SuperSpreader #COVID19 #Masks #MasksSaveLives #MaskMoment #pandemic #Corona #PhysicalDistancing #COVID_19 ,0.0,"#Section144 what exactly in lumbar? Lockdown,clock 2.0 or begin again? Anyway all are flaps. Nothing can expect from useless government.",-0.4871
Amazon Covid-19 Outbreak in Minnesota Was Worse Than Local County https://buff.ly/38maCC3 #pandemictech @news_pandemic #CoronaVirus #CoronaVirusOutbreak #COVID2019 #covid19 #virus #Corona #pandemic #Quarantine #socialdistancing #batflu #Wuhan #medtwitter,-0.34,A government officer and Taranjit Your with full support from @pksubhash1 has till date not released my salary due to her personal animus. Even during the lockdown periods when @PMOIndia @PMO_NaMo issued a ratification to take care of the employees. By salary was not released.,0.7096
"sargethedoodle: ""Whatcha doing, mom?"" . Me: ""Trying to drown out this Corona bullshit with some #upsidedown time...."" . #overit #coronavirus #covid19 #covid_19 #coronaviruspandemic #depression #mentalhealth https://www.instagram.com/p/CCHUG4vHJ2G/?igshid=1ecn2yfxb3rp7",-0.9111,@SHABAZGIL although we have supported PTI we have elected you Doesn't mean we will support wrong decisions of this government Fanning games in such situation of lockdown is insane Playing pub game at home is best activity #RestorePUBG,0.6369
Bulletin on Novel Corona Virus (COVID-19) Date 01.07.2020 ,0.3182,"re forced to cancel it due to lockdown imposed by government. Is concealing the journey was not a personal decision, we would like to take this journey again. The journey is possible only in next year now. To we request you to shift the date till with June 2021. Of you will not",-0.4215
"Does anybody in the show know the difference between corona virus, SARS Cov 2, and Covid-19? The grammar alone is muddled and confusing their arguments. The CDC also is making it impossible to access raw mortality numbers—Why is that?",-0.7149,A Allah The Mind government has extended the lockdown for 15 days. The lockdown will remain in the province till July 15. Mind Some Department issues extension order Shame #bilawalBhutto #ImranMustGo #1stJuly #Kashmir #bushraansari #doctorsday2020 #نشئی_نے_میرا_وطن_بیچ_ڈالا,-0.4767
