Tweets,Polarity,Tweets1,Polarity1
Corona virus drugs: use of hydroxychloroquine in hospitalised patients... https://amrbinno.blogspot.com/2020/06/use-of-hydroxychloroquine-in.html?spref=tw #COVID2019 #Covid_19 #coronavirusinpakistan #احتلال_وليست_دولة #السعودية #ليبيا_تنتصر #cosplay #coronavirusalgerie #COVID19dz #VisAVisElOasis #AllLivesMattter #protests2020,0.0,Utter shame Delhi government is failing !!! @ArvindKejriwal don’t let or government fail. Impose lockdown for some time 15 days . Very month lockdown for 15 days and 15 days working,-0.09999999999999999
Northern Ireland Coronavirus (COVID-19) infections &amp; deaths. #coronavirus #NorthernIreland #Corona #covid19 #Covid19UK,0.0,"Next lockdown is coming much faster than government is thinking .There is very high probability that states may again lock down their borders in first week of July 2020 under COVID 19 Situation , seeing the spread of could 19 in Indian population .For the motto social Distancing.",0.0892962962962963
"Why do politicians newscasters and commentators insist on calling this terrible virus 'Corona-virus' when it is A corona-virus, whose name is 'Covid 19'?",-1.0,who facing #financial #problems create in this #lockdown But only of INDIA BANKS DON'T FOLLOW AND CARES THE GOVERNMENT RULES of ORDER. #VERYDISAPPOINTED many persons #lost #jobs #businessloss #companyclosed #status fails #millions of #jobseekers stand in road to find jobs again,0.0
"We have the worst government in the world.. FG kept millions of people at home with hunger for 5 weeks all for what, so they can send confirmed COVID-19 patients out into the general public without proper confirmation?? E be like say Corona Virus no enter this country oo... ",-0.10999999999999999,@News18India lockdown open in delhi but government did not discussed on outstanding payment of got. Contractor. Our balaga construction company payment is on hold from 3 months..from my point of view economic still not opened..,0.2333333333333333
Ireland (ROI) Coronavirus (COVID-19) infection trend (datasource: Government of Ireland) #coronavirus #Ireland #Corona #covid19,0.0,"Eventually after lockdown there is rise in case then why the financial burden of bank interest , shop rent , salary Other maintenance of every small and mid business imposed by government by applying lockdown ( just because the world did ) @lockdownissue",-0.09375
"Wakumbuka ile clip jamaa wakitishia Corona ""tunaishi na ndugu zao, dengua, ukimwi, malaria"" those guys saw into the future now world Govts are normalizing living with covid-19. It's truly important we do so life normalizes or atleast gets moving",0.2,His video should be made available to more and more people so that people will know what was the impact of the lockdown in India and why the Lodi government failed in it. Public means people who are slightly off social media. @INCMP @SiddharthCong,0.10952380952380951
Beyond Covid 19: Education in the Time of Corona ,0.0,"Now the government is trying to infiltrate the hostess of Mamma William Islamia, after sending the students home under the guise of lockdown, the hostess of Mamma William University are being embezzled, He condemn this shameless act. #JamiaStopHarassingStudents",0.0
I agree %...I am convinced that Covid-19 is a bat Corona virus that was geneticly manipulated by the Chinese as part of their experimentations!!! It either accidentally got out of the lab or was purposely released...They are an oppressive Comunist junta after all!!!! ,0.0,Good to see this action but It was all happening inSindh during lockdown than why Federal Government and PTI walls resulted and criticized @MuradAliShahPPP,0.39999999999999997
Possible To Cure And Get Safe The People From CORONA Virus covid-19 With The Help Of (CH4N2O). At This Current Situation. Where As The Advanced Developed And Digital Countries Are Unable To Find Out The Proper Treatment Of CORONA Virus covid-19. ,0.0625,"With commercial activities shut for nearly 2 months and income going down due to the lockdown, people in Jharkhand have appealed to the Jharkhand government for relief from paying electricity bills. #BijliBillMaafKaro @drajoykumar",-0.045138888888888895
Possible To Cure And Get Safe The People From CORONA Virus covid-19 With The Help Of (CH4N2O). At This Current Situation. Where As The Advanced Developed And Digital Countries Are Unable To Find Out The Proper Treatment Of CORONA Virus covid-19. ,0.0625,"West quotes from Naiv Ajar: ""India has flattened the wrong curve. Lockdown had flattened GDP &amp; not Covid19"" "" I refuse to be on the pro government news channels."" (Lodi media) His guy has guns. Camera Ajar. #RahulSpeaksUpForIndia #RajivBajaj #COVIDー19 #ModiGovt #gdp",-0.5
Possible To Cure And Get Safe The People From CORONA Virus covid-19 With The Help Of (CH4N2O). At This Current Situation. Where As The Advanced Developed And Digital Countries Are Unable To Find Out The Proper Treatment Of CORONA Virus covid-19. ,0.0625,Its not about defeating corona. For Private employees they have no other choice as already feeling the heat of firing or work without pay. Lockdown is over to get the revenue to run the economy which may be on ventilator if collection is not started to run the government. ,0.03125
[V3] Corona race meme (covid-19 growth by country) https://youtu.be/4f6-MDhygWc via @GS_Ratorix,0.0,Corona sinuses is not to kill us only government of India and government of Family Had taking our life to kill rd month lockdown is continue lot people should sacrifice our regular life but they doing politics in our life – at WXYZ,0.0
Last updated: 2020-06-05 21:05:01+00:00GMT Coronavirus [COVID-19] Cases: 6802043 Deaths: 396683 #corona #coronavirus #COVID19,0.0,"#Amendments to the Guideline-Easing of Restrictions and Phase-wise opening of #LockDown (#MissionBeginAgain) @TMCaTweetAway To get municipal &amp; government updated, city alert, on-the-go, Download Have Smart City Ltd's DigiThane Pp now http://bit.ly/whig",0.21428571428571427
"Interim Laboratory Biosafety Guidelines for Handling and Processing Specimens Associated with Coronavirus Disease 2019 (COVID-19) https://ift.tt/3eTPxAZ, #covid19, #coronanews, #corona, #coronaupdates",0.0,I am appealing to our West Bengal government. J. Lockdown. He are facing Human.,0.25
Possible To Cure And Get Safe The People From CORONA Virus covid-19 With The Help Of (CH4N2O). At This Current Situation. Where As The Advanced Developed And Digital Countries Are Unable To Find Out The Proper Treatment Of CORONA Virus covid-19. ,0.0625,"10 billion has been spent, but the long-term lockdown does not mean that there will be no famine among the daily wage workers. The government should be vigilant in time. ",0.01875
Possible To Cure And Get Safe The People From CORONA Virus covid-19 With The Help Of (CH4N2O). At This Current Situation. Where As The Advanced Developed And Digital Countries Are Unable To Find Out The Proper Treatment Of CORONA Virus covid-19. ,0.0625,It's a shortage of foresight Covid19 dedicated centers could be brought up in vacant government premises in the 75 day lockdown but nothing happened ,0.0
Check out 'Post Corona Economic Stimulus – How To Revive Economy After COVID-19' on Buzzwonder website https://buzzwonder.com/post-corona-economic-stimulus-how-to-revive-economy-after-covid-19 #CoronavirusPandemic #CoronaVirusUpdates #economy #CoronaVirusPakistan #coronavirusinpakistan #اليوم_العالمي_للبيئة,0.2,"West quotes from Naiv Ajar: ""India has flattened the wrong curve. Lockdown had flattened GDP &amp; not Covid19"" "" I refuse to be on the pro government news channels."" (Lodi media) His guy has guns. Camera Ajar. #RahulSpeaksUpForIndia",-0.5
The pandemic is still gathering pace in most of the world https://www.economist.com/leaders/2020/06/04/the-pandemic-is-still-gathering-pace-in-most-of-the-world #COVID19 #Covid_19 #COVIDー19 #corona #coronavirus,0.5,"Of the government still don't do the complete lockdown again for another week or 10 days, things will go even worst for sure. Over 9,000 Coronavirus Cases In India In A Single May For First Time ",-0.04428571428571428
Ireland (ROI) Coronavirus (COVID-19) infections &amp; deaths. #coronavirus #Ireland #Corona #covid19,0.0,"I think lockdown is not concrete solution but its more dangerous than COVID. The only way adopt all necessary and strict measures to ensure safety precautions. In this way Government play their role in all manner, no matter how they ensure its implementation and public also.",-0.029166666666666664
"Dr. Devi Shetty explains how well has the Karnataka state administration managed the corona situation. Right from dedicating a huge hospital for covid-19, to systematically testing and tracking, @CMofKarnataka and his team have done wonderful work. @Tejasvi_Surya @TVMohandasPai",0.5619047619047619,"Late, Of you think the issues in the of are not also directly relevant to the of then you live an extremely privileged life. The government destroyed the moral authority of the own lock down and nobody has the right to tell people how they should protest V institutional racism.",0.10519029581529582
"Jan 30: #Corona virus outbreak was declared a Public Health Emergency of International Concern. Two weeks later, on the 11th of February, #WorldHealthOrganization announced a name for the new coronavirus disease: COVID-19. ",0.03409090909090909,Now Congress will cry .See the priority of government .In this anaemic situation how they can bring #VijayMallya ? Its Lodi's plan to divert issue from failure of lockdown . @INCIndia @pccodisha,-0.3166666666666667
but pls i don’t wanna hear any UK ppl talking about the police will kill us before corona when covid-19 has killed so many of us here in just a few months add that to the govts failure to protect keyworkers - dont minimise the fatalities caused by corona,-0.05416666666666668,A story for the Daily Telegraph to print next time it tries to justify the of Government's failure to act early by looking to Sweden as an example of a country which succeeded without lockdown. BBC News - Coronavirus: Sweden's Tegnell admits too many died ,0.03055555555555554
@chucktodd I don’t want to get COVID-19 but I fear police killing me more than the Corona Virus!,0.625,"Is the Government of India announced clock 1.0, the Mamma and Kashmir administration decided to continue with the lockdown till June 08, saying that there will be no relaxation in the restrictions.",0.0
"COVID-19: Okotie rejects guidelines for reopening of churches, says ‘Corona Virus, god of Secular Humanism will be decapitated like Dagon, god of the philistines’ ",0.0,"Eyewitnesses told that the markets at various places have reopened after the closure of over two months in wake of the COVID-19 anaemic. Pertinently, the markets across the Valley remained closed after the government announced lockdown to prevent the deadly virus from spreading.",-0.10000000000000002
Ireland (ROI) Coronavirus (COVID-19) infections &amp; deaths. #coronavirus #Ireland #Corona #covid19,0.0,The arrest of student activist are nothing but an act. Of silencing the voice of dissent against the government.during National lockdown #SabYaadRakhaJaega. #SabYaadRakhaJaega,-0.05
"SARS-CoV-2 -> COVID-19 Epidemic. India reports (/PIB updates) 109462 recoveries, 6348 deaths, 226770 ttl CORONA Virus patients. It implies 6348 divides by 115810 (not 226770) for mortality prcntg - 5.48%. Government/s of Bharat is/are badmash. They are guided (governed) by louts. ",0.0,Delhi beat to ye k SMART Lockdown i definition ka he is Government i near me?,0.15714285714285714
New masks in my Etsyshop !Please follow the link in my profile! #corona #covid_19 #covid19 #mask #masks #maske #maskenpflicht #etsy #etsysellersofinstagram #etsyshop #supporthandmade #handmade… https://www.instagram.com/p/CBEV0NADJf1/?igshid=mcc7etcct059,0.2130681818181818,Trust me this person is really doing great work . He is doing more work then our government. He is helping the poor and labourers from the first day of this planned lockdown. He is working without any of or promotion. Respect for @srinivasiyc and @IYC #RespectShrinivasIYC ,0.27
"Very nice on the North Cape today. Too bad there are no tourists here. It's going to be a weird summer because of the Covid-19 virus. #covid_19 #corona #northcape #visitnorway @Nordkapp 71º 10' 21"" https://www.instagram.com/p/CBEVvaNpPK6/?igshid=11ir09ze0ejhj",-0.13999999999999993,"Other countries: government decides lockdown, health facilities improvised with more tests eventually leading to less number of deaths and cases. He Real: few cases, lockdown is done. More number of cases and deaths after lockdown. That actually is going on?",0.06805555555555555
"This is the first year I’m not spending the summer in The Bahamas due to Covid-19. The other 36 years I never went because I was too poor. But this year I’m blaming it on Corona. Dang you, rona. Dang you.",-0.1,"Looks like rain Rods where waiting for the government to #unlocked the #lockdown. It’s been #raining since morning in #nagpur. Not complaining, #weather is just #unbelievable for #june. #Monsoon2020",-0.25
That's mean isn't afraid from Corona they protested many people's in crowd without worrying about covid-19 pademic..w.h.o made fool world,-0.13749999999999998,"Of we have to live with COVID-19, then why was the Lockdown. All don't tell us that you were preparing medical infrastructure. He know very well the medical infrastructure. Was lockdown a mistake due to wrong Government advisers? ",-0.048106060606060604
#لن_ننسي_ولن_نغفر #احتلال_وليست_دولة #Israel is more dangerous to the world than the Corona #Covid_19 virus. #نكبة72 #حق_العودة #فلسطين #غزة #فلسطين_من_النهر_الى_البحر #لن_نعترف_بإسرائيل,-0.04999999999999999,Government withdrawn order making wage pay mandatory during lockdown Anti poor and middle class got #KCRFailedTelangana,-0.2
#لن_ننسي_ولن_نغفر #احتلال_وليست_دولة #Israel is more dangerous to the world than the Corona #Covid_19 virus. #نكبة72 #حق_العودة #فلسطين #غزة #فلسطين_من_النهر_الى_البحر #لن_نعترف_بإسرائيل,-0.04999999999999999,"[03/06/2020,4:pm] G.SRINIVASA RAOI REQUESTED of GOVERNMENT AND EDUCATIONAL MINISTER of CANCEL THE SEM EXAMINATIONSIts very difficult to collector syllabus in this period of Lockdown but exam are aheadSoplz understand the problem ofStudents to cancel of exam#CancelUGExamsAP – at Sattenapalli",-0.2
"In the fight against COVID-19, found myself infected by the menace of CORONA . ",0.0,"Even if the government opens the lockdown today, you should be careful because you are just a number in the eyes of the government… but for your family you are the whole world !! Your life is precious stay healthy be careful.... Please be careful of corona ",0.16874999999999996
Some still are struggling with adapting to this new way of learning that’s being forced on students due to the corona virus #COVID__19 #coronavirus #WeAreCPUT #WeAreCPUTMedia,-0.09621212121212123,Planned Lockdown Effects Economy Down. Employment Down. Grants Wandering. Grants Starving. Poverty Increasing. Railways Also Wandering. Government is nowhere. #भटकीofेल_पीयूष_गोयल_फेल,-0.15555555555555559
Kabza has been serving this country with great music and he continues to make us a country dance during this corona pandemic #COVID_19 #coronavirus #WeAreCPUT #WeAreCPUTMedia,0.8,It seems that government is not fussing on Lockdown...They are in pain to see evidences of Buddhist at Ayodhya at excavation..... #साकेत_बचाओ_आंदोof,0.0
#coronavirus #Covid-19 A very helpful article on Corona-virus. It contains detailed information about the virus. ,0.30000000000000004,For how many months?? It’s easy for you because your first demand from government is pet not food. And for your kind information it’s already 3 months lockdown on this industry,0.4458333333333333
"CORONA UPDATE| Health Minister Zweli Mkhize says as of Friday, the number of confirmed #COVID-19 cases is 43 434; - the total number of deaths is 908; - the recoveries to date are 23 088. #Covid_19SA",0.2,"Certainly state government &amp; Mahapor of Orphan Lumbar &amp; all concerned authority should wave off Domestic &amp; commercial electricity bills for the month of April to June, 22020 in the Lumbar, Maharashtra State. Peoples have no source of income in lockdown ",0.07142857142857142
"@NalissAbu Covid-19 is the infectious disease caused by the novel corona virus. It's first outbreak was in Wuhan, China( Dec., 2019). Since then the disease has spread all around the world and in Mar., 2020, was declared a global pandemic by WHO. #NALISS2020",0.125,"Air @jayesh_ranjan one small question, when they were just 100 cases we observed complete lockdown now we have 1000+ cases Government Issued notice the students should appear for exam @TSEduDept #CancelTSExamsPromoteStuents #promotestudentsavefuture #Promote_Students_Save_Life",-0.075
"CORONA UPDATE| Health Minister Zweli Mkhize says as of Friday, the number of confirmed #COVID-19 cases is 43 434; - the total number of deaths is 908; - the recoveries to date are 23 088. #Covid_19SA",0.2,"West Bengal government must wave off Electricity bills for entire period of lockdown and 2 month after lockdown... There is no earning, no jobs,no work, please thinks on it. #बिofीofिल_माफ_करो @MamataOfficial @jdhankhar1 @INCWestBengal @WestBengalPMC @SomenMitraINC – at Kolkata Sort",0.0
"Wear masks in public says WHO, in update of COVID-19 advice - https://bit.ly/3eYGWwP via @Shareaholic #CoronaInfoCH #Corona #COVID19 #COVID #COVIDー19",0.0,"Air @KTRTRS I have one small question, when they were just 100 cases we observed complete lockdown now we have 1000+ cases Government Issued notice the students should appear for exam @TSEduDept #CancelTSExamsPromoteStuents #promotestudentsavefuture #Promote_Students_Save_Life",-0.075
Pulse Oximeter explained : one must buy a life saver in corona crisis #pulseoximeter #ArvindKejriwal #covid-19 #coronavirus,0.0,"Please participate in #WorldEnvironmentDay with us, only online; no social gathering allowed. Strictly follow lockdown, social distending &amp; directions in this regard by the government. http://forms.pp/form/5ed710d6b047f0594d1333f1",0.005555555555555556
Ireland (ROI) Daily Coronavirus (COVID-19) Report. #coronavirus #Ireland #Corona #covid19,0.0,"#Pakistan records highest number of cases win 24 hours. Total number crosses 80,000. And the #imrankhan government has virtually ended the lockdown. Opened everything and asked local to abide SOPs. Now!!! Stupidity… http://www.instagram.com/p/CA9i0olHdf4/?igshid=xgzvmnyevju5",0.26666666666666666
"No wahala now we go wait and see... Hope u are aware we have ziyech and incoming Timo and quality LB... Beside this is just a tip of the ice bag...u never see anything.... If Corona virus don catch una bank account, Covid-19 is a blessing for Chelsea...",0.25,"The idea is that if the lockdown is open, don't be happy, but be careful because you are only one number for the government, but you are the world for your family !!#lockdwon72days #Staysafe #stayhome##staypositive#80236",0.17500000000000002
Nah I'd rather want mail in voting cause its to dangerous to vote with Covid-19 and Corona virus still out there,-0.6,"The work of the government is incomparably but in the up division,santragachi of South Eastern Railway.we A/C couch attendant bedroom staff who are contract workers have not been given salary in 70 days of lockdown today.And there is no information about when the work will start",0.30000000000000004
