Tweets,Polarity,Tweets1,Polarity1
Residents of North Nazimabad Praising Team PPP District Central Karachi for anti Corona Spray Campaign against Covid_19. @BBhuttoZardari @BakhtawarBZ @AseefaBZ @sherryrehman @ShahNafisa @NazBaloch_ @KasimGillani @JunaidSaleemJD,0.0,"Maharashtra government, on Sunday, announced phase wise unlocking of the nationwide lockdown. The lockdown in Maharashtra is extended till June 30 and there will be phase wise unlocking in the State, starting from June 3. #MissionBeginAgain https://www.thehindu.com/news/national/coronavirus-maharashtra-begins-phased-emergence-from-lockdown/article31715864.ece @the_hindu",0.4666666666666666
"Pada hari minggu tgl 31 Mei 2020 pukul 20.00 wib. s/d 21.30 wib. Pelaksanaan *Patroli Dialogis* dan Penertiban ke tempat - tempat Kerumunan Masyarakat, Cafe, Warung, Kedai , Lapo, Lapangan Umum*, dengan cara Persuasif guna *mencegah Penyebaran Virus Corona (Covid-19)* ",0.0,You are 100 %= right SIR but government don't give any clarifications about this lockdown,0.2857142857142857
I swear Even In Nigeria It’s Real We Had A Covid-19 Case A Gidanmu But Thankfully She Beat It Amma Wlh Corona Is Real,0.2,Guest teachers are badly used by Delhi government. No salary is paid to them during lockdown.,-0.6999999999999998
Coronavirus disease - vhulwadze/dwadze ha/ḽa tshitzhili tsha Corona. SARS-COV-2 is a strain of coronavirus that causes the covid-19. Vhulwadze ha dwadze-tshifu tsha HIV na Aids zwofhambana nyana na Coronavirus kha ṱhalutshedzo. – at Au Temps Perdu,0.0,Government must pay room rent of students.during lockdown every student is not able to pay room rent #PayOurRoomRent #ShivrajSinghChouhan #cmomp,-0.25
عندما يفرغ العالم من فيروس كورونا، سنكون بمواجهة أزمة اقتصادية بدأت بوادرها.. ستُفتح الملفات المالية ويتكشّف عمق الأزمة. #COVID__19 #كوفيد_19 #كورونا #Corona,0.0,See after relief on Lockdown What is the condition of Delhi good job by Delhi government,0.7
Residents of North Nazimabad Praising Team PPP District Central Karachi for anti Corona Spray Campaign against Covid_19. @BBhuttoZardari @BakhtawarBZ @AseefaBZ @sherryrehman @ShahNafisa @NazBaloch_ @KasimGillani @JunaidSaleemJD @SoomroJameel @Atifbalouch11 @Zafarppp1 @SaeedGhani1,0.0,"While extending the lockdown in Telangana till June 30, the state government on Sunday announced removal of restrictions on inter-state transport and travel. ",0.0
Residents of North Nazimabad Praising Team PPP District Central Karachi for anti Corona Spray Campaign against Covid_19. @BBhuttoZardari @BakhtawarBZ @AseefaBZ @sherryrehman @ShahNafisa @NazBaloch_ @KasimGillani @JunaidSaleemJD @SoomroJameel @Atifbalouch11 @Zafarppp1 @SaeedGhani1,0.0,Students and unemployed job aspirants all across the country have been hit hard due to the #lockdown. They are not in a condition to pay rent right now. I request the respective state governments to bring a waiver for at least 4 months' rent for such students. #PayOurRoomRent,-0.07182539682539683
"Update Virus Corona di Dunia Senin 1 Juni 2020, Tercatat Lebih dari 6,2 Juta Orang Positif COVID-19 ",0.0,"Other states are much doing better then Maharashtra , ""Government of Maharashtra"" if you could have handled the situation properly we could have got much relaxation but you failed and , I know you're going to fail doesn't matter how much you extend the lockdown! #Maharashtra",0.003124999999999989
Residents of North Nazimabad Praising Team PPP District Central Karachi for anti Corona Spray Campaign against Covid_19. @BBhuttoZardari @BakhtawarBZ @AseefaBZ @sherryrehman @ShahNafisa @NazBaloch_ @KasimGillani @JunaidSaleemJD @SoomroJameel @Atifbalouch11 @Zafarppp1 @SaeedGhani1,0.0,"#GeneralPromotionToMPStudents #rgpv @ChouhanShivraj Lockdown 5.0 till 30 june, still Mp Government conduting exams. *Le lockdown5: ",0.0
Residents of North Nazimabad Praising Team PPP District Central Karachi for anti Corona Spray Campaign against Covid_19. @BBhuttoZardari @BakhtawarBZ @AseefaBZ @sherryrehman @ShahNafisa @NazBaloch_ @KasimGillani @JunaidSaleemJD @SoomroJameel @Atifbalouch11 @Zafarppp1 @SaeedGhani1,0.0,"Isn't because of his government's incompetence and apathy that people, especially poor have been suffering during unplanned lockdown and already crumbling economy? #DeMonetizationDisaster; #GST;",-0.8
Residents of North Nazimabad Praising Team PPP District Central Karachi for anti Corona Spray Campaign against Covid_19. @BBhuttoZardari @BakhtawarBZ @AseefaBZ @sherryrehman @ShahNafisa @NazBaloch_ @KasimGillani @JunaidSaleemJD @SoomroJameel @Atifbalouch11 @Zafarppp1 @SaeedGhani1,0.0,This chart will let you know about things that are available in lockdown 5.0... Issued by Maharashtra Government! #Aurangabad #Lockdown5,0.5
Saddil Ramdani Berharap Pandemi Corona Covid-19 Segera Berakhir http://dlvr.it/RXkQwZ,0.0,"What is the problem of MP government,, that's corona isn't true..that is other problems if everything is started during lockdown so why document verification is not.#WeWantMPTETjoining",-0.125
@UnitedHealthGrp and @Microsoft Launch ProtectWell Protocol and App for COVID-19 Return-to-Workplace Planning https://buff.ly/2Mg0SPN #pandemictech @news_pandemic #CoronaVirus #CoronaVirusOutbreak #COVID2019 #covid19 #virus #Corona #pandemic #Quarantine #socialdistancing,0.0,"Maharashtra government extendes lockdown till June 30. But, launches #MissionBeginAgain under which phase wise relaxations are given to the red-zones in the state. Key things to be unlocked in June 3, June5 and June 8. Detailed orders in the attachments.",0.3666666666666667
Residents of North Nazimabad Praising Team PPP District Central Karachi for anti Corona Spray Campaign against Covid_19. @BBhuttoZardari @BakhtawarBZ @AseefaBZ @sherryrehman @ShahNafisa @NazBaloch_ @KasimGillani @JunaidSaleemJD @SoomroJameel @Atifbalouch11 @Zafarppp1 @SaeedGhani1,0.0,@RahulGandhi If lockdown is not the solution of corono then why your government increase it.... ?,0.0
Residents of North Nazimabad Praising Team PPP District Central Karachi for anti Corona Spray Campaign against Covid_19. @BBhuttoZardari @BakhtawarBZ @AseefaBZ @sherryrehman @ShahNafisa @NazBaloch_ @KasimGillani @JunaidSaleemJD @SoomroJameel @Atifbalouch11 @Zafarppp1 @SaeedGhani1,0.0,Lockdown is not the solution of Covid-19. #Government_of_Nepal has no any vision and plan of action.,0.1
Residents of North Nazimabad Praising Team PPP District Central Karachi for anti Corona Spray Campaign against Covid_19. @BBhuttoZardari @BakhtawarBZ @AseefaBZ @sherryrehman @ShahNafisa @NazBaloch_ @KasimGillani @JunaidSaleemJD @SoomroJameel @Atifbalouch11 @Zafarppp1 @SaeedGhani1,0.0,#Maharashtra government extends the #COVID19 lockdown till June 30 in the state. Movement of individuals to remain strictly prohibited between 9pm to 5am except for essential activities #Unlock1 #CoronavirusPandemic,0.0
Residents of North Nazimabad Praising Team PPP District Central Karachi for anti Corona Spray Campaign against Covid_19. @BBhuttoZardari @BakhtawarBZ @AseefaBZ @sherryrehman @ShahNafisa @NazBaloch_ @KasimGillani @JunaidSaleemJD @SoomroJameel @Atifbalouch11 @Zafarppp1 @SaeedGhani1,0.0,"#Telangana government issues order that states lockdown in containment zones extended upto June 30 &amp; in areas outside containment zones up to June 7. Night curfew will now be from 9 pm to 5 am. All shops, except emergency services, shall close by 8 pm #LockdownExtended",0.0
"Gugus Tugas COVID-19: Kasus positif di Denpasar bertambah tiga orang: Tim Gugus Tugas Percepatan Penanganan (GTPP) COVID-19 Kota Denpasar, Provinsi Bali menyebutkan terjadi penambahan tiga kasus positif virus corona akibat transmisi lokal, sedangkan… https://bali.antaranews.com/berita/196988/gugus-tugas-covid-19-kasus-positif-di-denpasar-bertambah-tiga-orang?utm_source=dlvr.it&amp;utm_medium=twitter",0.0,#PayOurRoomRent No students are studying in lockdown. Neither the laborers are getting wages. And neither are they living in those rooms. Then what to rent? Governments should free rent room of students and laborers. @RajCMO #PayOurRoomRent #PayOurRoomRent,0.4
" Jai Rabb Ji Di ""Ki Galti"" by THREE SUFI QUEENS - NOORAN SISTERS stating their views on covid 19. What is corona ? A virus or the wrath of GOD unleashed upon humans. Full Video is out now on our Youtube Channel https://youtu.be/Ow8Vp_sDWSg Project&amp;Presentation By-Kunal Passi",0.35,Students and unemployed job aspirants all across the country have been hit hard due to the #lockdown. They are not in a condition to pay rent right now. I request the respective state governments to bring a waiver for at least 4 months' rent for such students. #PayOurRoomRent,-0.07182539682539683
Last updated: 2020-05-31 23:05:02+00:00GMT Coronavirus [COVID-19] Cases: 6258733 Deaths: 373677 #corona #coronavirus #COVID19,0.0,Pls issues ur guidelines Maharashtra government all public is waiting for ur pls sir open the Lockdown as per central government guidelines @CMOMaharashtra @UdhavThakare,0.0
"Jumlah positif terinfeksi virus corona jenis baru COVID-19 di Jatim terus bertambah, terbanyak di Surabaya Raya. #Surabaya",0.0,60 years of decline in 6 years; 1.GST; Industry ends. 2 .Demonetisation finishes. 3 .Unemployment ends; Youth's future is over. 4.Debt-ridden farmers end . 5 .Government treasury ends . 9 .jobs finish . 10 .Un Planed Lockdown all over You and 457 others.,0.0
"Jadi Kota Pertama Temuan Virus Corona di Indonesia, Kini 7 Kelurahan di Depok Bebas Covid-19 ",0.0,"@PMOIndia @narendramodi @PMOIndia_RC please don't call this as lockdown anymore!!! When cases are below 1k, lockdown was strictly applied. Now we have more than 1.5L cases but government allowed everything!! #LockdownEnd #Lockdown5 #disaster #GodOnlyCanSaveUs #carona",0.78125
I wish someone can stop 2020 rip 2020 hope this corona virus or covid 19 finish soon this quarantine is so ,0.0,Pagal case 30 jan ko aya tha suno achhe se feku ne namaste trump kiya aur MP me government banai airport pe checking proper nai thi lockdown let se kiya bina janta ko time diya apne sab faede kar ke gareeb ke jaan lene wala lockdown kar diya fail sarkaar hai,-0.25
so uh what happened to covid 19? did the corona virus just get up &amp; leave? ,0.0,Our Government actually took the right lockdown procedures unlike U.K. them PrimeMinister @BorisJohnson let flights in without checking passengers for #Covid19 even him nearly die from it to! 57 deaths Thailand 40.000 deaths U.K. @prayutofficial did good! Closed ,0.2371428571428571
"POLRES PATI Mengucapkan Selamat Memperingati Hari Lahirnya Pancasila,01 Juni 2020 Ditengah Covid-19 melanda negeri ini,mari cintai Pancasila dg menerapkan perilaku yg menjunjung tinggi kebersamaan, persaudaraan,saling tolong menolong menuju Indonesia maju terbebas virus corona ",0.0,Because #COVID is the new reality and we all have to live it . No amount of Lockdown's will take away the virus. Our government is aiming for herd immunity I guess .,0.13636363636363635
"Focus: 106,176+ dead from covid-19 in the U.S. 1,836,793+ cases of corona virus in the U.S. You have blood on your hands.",-0.2,"The Indian Government under our PM ‘s leadership has done an excellent job, in containing the spread of the virus. But I am a bit worried that even after 70 days of lockdown, our case rate is still going up. We could partly control this through pooled testing.",1.0
Covid-19 update India (31-5-2020) . . . Do follow @mytg_official . . . #covid19 #coronavirus #corona #update #india #delhi #telangana #hyderabad #stayhome #staysafe #besafe #behealthy #healthylifestyle… https://www.instagram.com/p/CA3tGrpBL_B/?igshid=7bsyfxl8wd9l,0.0,"The Government should &amp; must #PayOurRoomRent because they did not plan &amp; execute the transportation system effectively during the lockdown. Had there been a systematic approach, there would be no panic. Negotiate with your brain to think about others.",0.6
⁦@pwolodarski⁩ redogör ⁦@dagensnyheter⁩ för läget i coronakrisen nu. #covid #svpol #Coronasverige #covid-19 #COVID19sverige #Corona #Coronavirus #covid19,0.0,The Government never consulted experts in January. Leading a country of 130 cr people like bandwagon. Slept till March 20 till they toppled the MP GOVT And then came without planning with sudden lockdown when cases were less. Never planned even for testing kits in January. ,-0.08333333333333333
new normal: it does not mean that it no longer applies the Covid-19 deployment prevention protocol. New normal is to act productively while ensuring safe transmission of the corona virus Photo ID: 363092131 http://www.bigstockphoto.com/image-363092131 #NewNormal #dailynews #covid19 #indonesia,0.20482954545454546,The Government never consulted experts in January. Leading a country of 130 cr people like bandwagon. Slept till March 20 till they toppled the MP GOVT And then came without planning with sudden lockdown when cases were less. Never planned even for testing kits in January.,-0.08333333333333333
"Government of Maharashtra- i dun approve dz being a mumbaikar, Mumbai is going thro d toughest phase coz of CoVid-19 in India, our doctors, our helpers n nw even police r detected wid corona in huge number, m jst too worried pls, dz is nt at all safe. Let the lockdown 5.0 be on ",0.45000000000000007,"T-43 If they say lockdown, we complain we will die of hunger eventually. If they say no lockdown, we say we will all die of corona. Akhir government kare toh kare kya, bole toh bole Kya? @BJP4India @RahulGandhi @MoHFW_INDIA @narendramodi",0.0
"10288 casos de covid-19 em Alagoas, 443 óbitos. Corona vadiando em Maceió e nos interiores e ainda tem gente nas ruas. Cada dia é um apavoro diferente. Não sei vocês, mas eu não tenho conseguido dormir direito com tudo isso.",0.0,"Due to the lockdown, the poor people who take care of their families with wages . How they will be able to pay the room rent for the education of their children government has to bring in. @ashokgehlot51 @AbrarMalarana @D_Tribal_ @LaxmiMe63042232 #PayOurRoomRent",-0.00833333333333334
"Hai adik-adik di tengah pandemi covid-19, Poli, Roy, Amber mau kasih tau kita gimana sih etika yg harus dilakukan saat batuk, selain itu juga cara memakai masker &amp; tahapan membersihkan tangan agar kita terhindar dari corona :) . . #Indonesiamelawancovid19 #mediapemersatubangsa",0.5,The UP government will release its guideline on Lockdown 5.0 on Sunday. Chief Minister Yogi Adityanath said that the central government guidelines regarding lockdown-5 will be followed. The state government has already sent its suggestions to the central government.,0.0
Covid-19 update malaysia(31-5-2020) . . . Do follow @mytg_official . . . #covid19 #coronavirus #corona #update #malaysia #kualalumpur #stayhome #staysafe #besafe #behealthy #healthylifestyle #followforfollowback… https://www.instagram.com/p/CA3snTmhyYW/?igshid=1vzhvycqf4p08,0.0,"Due to the lockdown, the poor people who take care of their families with wages . How they will be able to pay the room rent for the education of their children government has to bring in. @ashokgehlot51 @FOUNDERofMMES @YashMeghwal @Affi952 #PayOurRoomRent",-0.00833333333333334
"Did ""Dhokla Kumar"" #AmitShahOnRepublic say, while, so far ""1.82 Lakh"" cases confirmed for 'COVID-19 in India', how come ""Jumla Kumar"" Narendra Modi claimed ""1 Crore"" Corona patients received free treatment? #अब_बस_करो_मोदी because #IndiaKaNayaJosh should not be devoid of 'होश'.",0.2,Delhi government needed 5000 crores for salery but enough budget for tv add @BJP4Delhi @ManojTiwariMP @M_Lekhi why they are not public the expense occured on print and electronic media during lockdown period,0.0
Lab Escape written by: Anne G @TheInkTruth Lab escape travels tread COVID-19 reared its head Poisoned droplets human fed Corona Virus pandemic thread Hand to face contagion set mandates issued stop the spread ,0.0,"#COVID19 k baad jo suddenly bahot se log unemployment ho jayege to unka kya hoga lockdown khatam hone baad sbse pahela aur sbse bada sawaal samne hai par usk baare me koi bhi news channels,media and government koi baat ya koi topic ni utha rahi hai .?kyo.?@aajtak @News18India",0.0
"Why tf is it quarantine again? Haven’t the government get it yet?!! Quarantine was a failure to prevent corona, Best way is to let people live thier lives but follow protective measures against covid-19.",0.2732323232323232,"Due to the lockdown, the poor people who take care of their families with wages . How they will be able to pay the room rent for the education of their children government has to bring in. @ashokgehlot51 @RajCMO @RajGovOfficial @JavanSinghMeena #PayOurRoomRent",-0.00833333333333334
"A novel coronavirus (CoV) is a new strain of coronavirus. The disease caused by the novel coronavirus first identified in Wuhan, China, has been named coronavirus disease 2019 (COVID-19) – ‘CO’ stands for corona, ‘VI’ for virus, and ‘D’ for disease. #coronavirus #COVID19",0.19318181818181818,"Oh please Congress ruled states Punjab and Rajasthan were the one who started lockdown... we never said that lockdown was wrong, the timing was wrong and they mishandled it, koi kaam kero to sahi se nahi ho sakta kya Government.",-0.5
Who Are You To Make Mudavadi A Luhya Political Spokesman.? In What Capacity Did You Make? Concentrate On Labour Issues. Corona Is Making Employers Sack Employees Without Dues With Excuse Of Covid 19. That's Your Work. To Ensure Krnyans Are Earning.,-0.025,Its our (students)humble request to our government to pay their attention towords our voice regarding roomrent for students upto the period of lockdown or do smthnshould be suitable for landlord &amp; to us also #PayOurRoomRent @PMOIndia @BrijChandera @DevprakashIRS#PayOurRoomRent,0.55
Keep On Washing! #covid19 #covid_19 #covid #washyourhands #wash #coronavirus #corona #patience https://www.instagram.com/p/CA3rlr9hXEJ/?igshid=4mo01ujzhknm,0.0,"#PayOurRoomRent In this global epidemic, students who are studying from rent to room. Neither student is studying in this lockdown. Most of these people are from poor and laboring families. Rent of students and laborers of governments should be made free. @ashokgehlot51",0.125
Serious Question: For 3 months it’s all Corona and Covid-19 everywhere. Now it’s all hate and violence everywhere? Is Covid now over? I mean no one is talking about it. It’s just videos of hate crimes and violence and it’s making me sick. ,-0.5920238095238096,This lock down has enabled the NRM GOVERNMENT to beautify the city. It was very hard before since the city could be overcrowded 24/7.Thank you President Museveni.. #museveni must stay mu mutima murungi ,-0.26736111111111116
"Se não fosse o corona vírus (covid-19), estaria!",0.0,#lockdown chalu ragega 30 June tak tab tak #StayHomeStaySafe and follow government rules. #JaiHind,0.0
"half of the deaths in UK “Due to Covid 19” aren’t even because of corona, the government is a lie people need to wake up",-0.14583333333333331,"You will see this more and more now! I am truly sorry to hear this @xerxes_piyush bhai! Loss for words as government of #Nepal knows only #lockdown to tackle #COVID19 and wait, increasing tax on #EV but reducing tax on chocolates!",0.125
PATROLI POLSEK TEKUNG ANTISIPASI 3C DAN HIMBAUAN KEPADA MASYARAKAT DESA KLAMPOK ARUM UNTUK MENGGUNAKAN MASKER AGAR TERHINDAR DARI WABAH COVID. 19 ( VIRUS CORONA) Pada Hari Minggu Tanggal 31 Mei 2020 Bertempat di… https://www.instagram.com/p/CA3rS0WFn5W/?igshid=11qi0grtg9glw,0.0,"I am thinking about WEBINARS which is the need during lockdown,and our satellites are sufficient to function the same but no app has been developed by our scientists uptil now. Our government must take care of it &amp; try to develop our Indian Websites which will save our economy. – at fuljhore",0.05
"Human lives is the major concern when it comes the topic of corona virus. Although it is yet to consider the affect it may have, including the economic one. #Corona #CoronaVirus #economicresponse #Covid_19 #corona https://zcu.io/ydWG info@consult2manage.com +61499837212",0.08750000000000001,The Maharashtra government is expected to issue revised orders after studying the MHA guidelines.... . @satejss . #satejshinde #midday #sundaymidday #smd #news #COVID19 #lockdown #maharashtra #government ,-0.1
65% of small Israeli start-ups could succumb to COVID-19: survey - France 24 https://buff.ly/3cqygOs #pandemictech @news_pandemic #CoronaVirus #CoronaVirusOutbreak #COVID2019 #covid19 #virus #Corona #pandemic #Quarantine #socialdistancing #batflu #Wuhan #medtwitter,-0.25,It is inefficient handling of lockdown. Biggest blunder if Government of TN is opening of Koyamedu market. Corruption. ,0.0
"Hindari Penyebaran Virus Corona, Babinsa Tiga Runggu Laksanakan Pam Posko Covid-19 ",0.0,Sab kch allowed hai lockdown me now it's time to unlock Chembur is in red zone but sab kch allow hai Kudos government,0.0
"Hindari Penyebaran Virus Corona, Babinsa Tiga Runggu Laksanakan Pam Posko Covid-19 https://inetizennews.wordpress.com/2020/06/01/hindari-penyebaran-virus-corona-babinsa-tiga-runggu-laksanakan-pam-posko-covid-19/",0.0,"It's deliberate Criminal Negligence on behalf of the NCOC, Government to end lockdown and open all the businesses.",-0.2
"Hindari Penyebaran Virus Corona, Babinsa Tiga Runggu Laksanakan Pam Posko Covid-19 https://inetizennews.wordpress.com/2020/06/01/hindari-penyebaran-virus-corona-babinsa-tiga-runggu-laksanakan-pam-posko-covid-19/",0.0,"Lockdown will continue till June 30 in Tamil Nadu. All districts will be divided into 8 zones. E-pass not necessary for movement. Public transportation restricted in 7 zones of Kanchipuram, Chengalpattu and Thiruvallur district and 8 zones of #Chennai: #TamilNadu government",0.0
"Reposted from infia_fact PT Kalbe Farma Tbk (KLBF) dijadwalkan akan melakukan uji klinis vaksin virus corona (COVID-19) di Indonesia pada Juni 2020, hal tersebut akan dilakukan setelah sebelumnya Kalbe Farma… https://www.instagram.com/p/CA3qxKaJOEy/?igshid=u2qvcg1j359n",0.0,Yes right Why government not think about student problem in this lockdown time.,0.2857142857142857
Personil polsek kutaraja Patroli dialogis Menyambangi dan menghimbau masyarakat yang duduk ngumpul-ngumpul agar menjaga jarak dan menggunakan APD untuk mencegah penyebaran Virus Corona/Covid 19 agar memakai masker dan jaga jarak. ,0.0,They have wasted 2 months not doing enough testing and tracing and now again extending the lockdown...its the failure of government...Enough is enough ....,-0.12916666666666668
"Dear Beloved Community This is a very useful Information about COVID-19 (Sars.CoV.2) - It brings enlightenment for people who have no idea about the New Corona Virus, please help me out with this and retweet it. https://youtu.be/aCcpNob8cak",0.4087878787878787,"कोरोना से निपटने के लिए देश में 31 मई तक लॉकडाउन (Lockdown) लागू है. इसका असर देश की अर्थव्यवस्था पर साफ दिख रहा है. वहीं, इसके बाद भी कुछ विशेषज्ञों का मानना है कि सरकार (Government) अर्थव्यवस्था को उबारने के लिए सही कदम उठा रही है. #Lockdown5",0.0
Residents of North Nazimabad Praising Team PPP District Central Karachi for anti Corona Spray Campaign against Covid_19. @BBhuttoZardari @BakhtawarBZ @AseefaBZ @sherryrehman @ShahNafisa @NazBaloch_ @KasimGillani @JunaidSaleemJD @SoomroJameel,0.0,We need to protest this incompetent Government’s act of lockdown!!,-0.546875
Residents of North Nazimabad Praising Team PPP District Central Karachi for anti Corona Spray Campaign against Covid_19. @BBhuttoZardari @BakhtawarBZ @AseefaBZ @sherryrehman @ShahNafisa @NazBaloch_ @KasimGillani @JunaidSaleemJD @SoomroJameel,0.0,"BJP government led by Modi-Sha duo had no plans for the poor, daily wage workers and the homeless. A senseless lockdown was declared without any proper planning and preparation. #ModiLockdownKillsIndia #ModiFailsIndia",-0.13333333333333333
"Ditengah pandemi Covid-19 yang melanda negeri ini, mari cintai Pancasila dengan menerapkan perilaku yang menjunjung tinggi kebersamaan, persaudaraan, dan saling tolong menolong (gotong royong) untuk menuju Indonesia maju dan terbebas dari virus corona #polrespati",0.0,Lockdown extended till 30th June and we are again locked Seems government is clueless so the citizens how to overcome from this crisis. May god help us. Amin @Malegaon https://www.instagram.com/p/CA02fiwswnOOLnoY1ejk8ImXBNeDpe9rZ7fHPs0/?igshid=13cquvpcijfiu,0.0
"New! Military Surplus DoD 6-mask kit (2 N95 Respirators + 4 Surgical Masks+4oz Purell Sanitizer)for Pandemic Flu Preparedness & Protection Up to 33% Off https://shrsl.com/28g9m covid, america, trump, mask, corona, death, new york, los angeles, miami, florida, las vegas, covid 19 ",0.06893939393939393,"Where is the lockdown??? Government has opened all the things. To save the India from covid-19 Government should take strict action about lockdown , Then only we will be safe. If Government will not take strict action , Then our situation will be like USA . ",0.175
Exclusive: CORONA Virus-COVID-19 https://exclusive-2020.blogspot.com/2020/05/corona-virus-covid-19.html?spref=tw,0.0,The government seems to have given up. Fatigue has set in. So far experience has shown less mortality rate and high number of asymptomatic cases. Only 0.45% require ventilator support &amp; 2.9 % each require intensive care and oxygen support. So a mere on paper Lockdown 4.0 and 5.0,-0.08133333333333333
Residents of North Nazimabad Praising Team PPP District Central Karachi for anti Corona Spray Campaign against Covid_19. @BBhuttoZardari @BakhtawarBZ @AseefaBZ @sherryrehman @ShahNafisa @NazBaloch_ @KasimGillani @JunaidSaleemJD @SoomroJameel @Atifbalouch11 @Zafarppp1,0.0,The Government of Nepal sees the option of lockdown as lockdown !! ￼ ,0.0
Residents of North Nazimabad Praising Team PPP District Central Karachi for anti Corona Spray Campaign against Covid_19. @BBhuttoZardari @BakhtawarBZ @AseefaBZ @sherryrehman @ShahNafisa @NazBaloch_ @KasimGillani @JunaidSaleemJD @SoomroJameel @Atifbalouch11 @Zafarppp1,0.0,Day 77 Goa lockdown. Well I’m still stuck in Goa. No repatriation flights for those of us left behind. Thanks a bunch @DominicRaab Indian government just announced lockdown now till end of June and still no international flights home ,-0.05
Residents of North Nazimabad Praising Team PPP District Central Karachi for anti Corona Spray Campaign against Covid_19. @BBhuttoZardari @BakhtawarBZ @AseefaBZ @sherryrehman @ShahNafisa @NazBaloch_ @KasimGillani @JunaidSaleemJD @SoomroJameel @Atifbalouch11 @Zafarppp1,0.0,"#Unlock #unlockone #namechange When government worked inefficiently in lockdown, so they changed name to ""unlock"" ",0.0
Rumor mengenai pergantian menteri menggelinding dengan kencang di tengah pandemi virus corona (covid-19). #menteri,0.0,"I'd honestly appreciate it if somebody from the government gave an honest assessment of the lockdown so far. To acknowledge failure isn't one, but to glorify it, is certainly worse.",0.11666666666666667
